clip_stem,split,videos_len
34_1_11_4,val,36
34_1_11_5,val,46
34_1_11_6,val,39
34_1_12_2,val,63
34_1_12_3,val,54
34_1_12_4,val,75
34_1_12_5,val,88
34_1_12_6,val,70
34_1_12_7,val,47
34_1_12_8,val,41
34_1_12_9,val,36
34_1_13_1,val,66
34_1_13_2,val,71
34_1_13_3,val,55
34_1_13_4,val,72
34_1_13_5,val,77
34_1_13_6,val,84
34_1_13_7,val,66
34_1_13_8,val,30
34_1_14_2,val,62
34_1_14_3,val,33
34_1_14_4,val,46
34_1_14_5,val,50
34_1_14_6,val,38
34_1_14_7,val,46
34_1_14_8,val,60
34_1_14_9,val,62
34_1_14_10,val,74
34_1_14_11,val,75
34_1_14_12,val,73
34_1_14_13,val,70
34_1_14_14,val,44
34_1_15_2,val,60
34_1_15_3,val,74
34_1_15_4,val,63
34_1_15_5,val,45
34_1_15_6,val,45
34_1_15_7,val,53
34_1_15_8,val,56
34_1_15_9,val,31
34_1_16_1,val,66
34_1_16_2,val,66
34_1_16_3,val,40
34_1_16_4,val,43
34_1_16_5,val,51
34_1_16_6,val,71
34_1_16_7,val,81
34_1_16_8,val,61
34_1_16_9,val,53
34_1_16_10,val,72
34_1_16_11,val,62
34_1_16_12,val,56
34_1_16_13,val,51
34_1_16_14,val,46
34_1_16_15,val,64
34_1_16_16,val,62
34_1_16_17,val,60
34_1_16_18,val,84
34_1_16_19,val,75
34_1_16_20,val,62
34_1_16_21,val,83
34_1_16_22,val,87
34_1_16_23,val,75
34_1_16_24,val,48
34_1_17_1,val,67
34_1_17_2,val,60
34_1_18_2,val,71
34_1_18_3,val,50
34_1_18_4,val,28
34_1_19_1,val,66
34_1_19_2,val,67
34_1_19_3,val,52
34_1_19_4,val,81
34_1_19_5,val,70
34_1_19_6,val,53
34_1_19_7,val,67
34_1_19_8,val,64
34_1_19_9,val,68
34_1_19_10,val,66
34_1_19_11,val,64
34_1_19_12,val,85
34_1_19_13,val,88
34_1_19_14,val,61
34_1_19_15,val,56
34_1_19_16,val,72
34_1_19_17,val,66
34_1_20_3,val,47
34_1_20_4,val,60
34_1_20_5,val,38
34_1_21_2,val,63
34_1_21_3,val,26
34_1_22_2,val,75
34_1_22_3,val,63
34_1_22_4,val,53
34_1_22_5,val,28
34_1_23_2,val,60
34_1_23_3,val,76
34_1_23_4,val,66
34_1_23_5,val,50
34_1_23_6,val,63
34_1_23_7,val,70
34_1_23_8,val,81
34_1_23_9,val,62
34_1_23_10,val,30
34_1_24_3,val,56
34_1_24_4,val,57
34_1_24_5,val,51
34_1_24_6,val,62
34_1_24_7,val,79
34_1_24_8,val,78
34_1_24_9,val,55
34_1_24_10,val,57
34_1_24_11,val,75
34_1_24_12,val,83
34_1_24_13,val,71
34_1_24_14,val,62
34_1_24_15,val,60
34_1_24_16,val,64
34_1_24_17,val,63
34_1_24_18,val,65
34_1_24_19,val,50
34_1_25_1,val,66
34_1_25_2,val,66
34_1_25_3,val,42
34_1_25_4,val,41
34_1_25_5,val,27
34_1_26_2,val,79
34_1_26_3,val,57
34_1_26_4,val,62
34_1_26_5,val,51
34_1_26_6,val,40
34_1_26_7,val,58
34_1_26_8,val,60
34_1_26_9,val,75
34_1_26_10,val,73
34_1_26_11,val,60
34_1_26_12,val,66
34_1_26_13,val,66
34_1_26_14,val,69
34_1_26_15,val,50
34_1_26_16,val,52
34_1_26_17,val,71
34_1_26_18,val,45
34_1_27_1,val,66
34_1_27_2,val,60
34_1_28_2,val,45
34_1_28_3,val,49
34_1_28_4,val,70
34_1_28_5,val,62
34_1_28_6,val,48
34_1_28_7,val,66
34_1_28_8,val,62
34_1_28_9,val,36
34_1_29_3,val,35
34_1_29_4,val,49
34_1_29_5,val,60
34_1_29_6,val,61
34_1_29_7,val,77
34_1_29_8,val,77
34_1_29_9,val,62
34_1_29_10,val,45
34_1_30_2,val,63
34_1_30_3,val,50
34_1_30_4,val,29
34_1_31_2,val,66
34_1_31_3,val,55
34_1_31_4,val,48
34_1_31_5,val,60
34_1_31_6,val,41
34_1_32_2,val,51
34_1_32_3,val,52
34_1_32_4,val,76
34_1_32_5,val,66
34_1_32_6,val,54
34_1_32_7,val,61
34_1_32_8,val,55
34_1_32_9,val,75
34_1_32_10,val,68
34_1_32_11,val,57
34_1_32_12,val,64
34_1_32_13,val,78
34_1_32_14,val,75
34_1_32_15,val,59
34_1_32_16,val,54
34_1_32_17,val,52
34_1_32_18,val,77
34_1_32_19,val,84
34_1_32_20,val,75
34_1_32_21,val,74
34_1_32_22,val,48
34_1_33_1,val,47
34_1_33_2,val,62
34_1_33_3,val,45
34_1_34_1,val,45
34_1_34_2,val,56
34_1_34_3,val,78
34_1_34_4,val,65
34_1_34_5,val,28
34_2_1_1,val,45
34_2_1_2,val,53
34_2_1_3,val,53
34_2_1_4,val,53
34_2_1_5,val,40
34_2_1_6,val,25
34_2_2_1,val,47
34_2_2_2,val,66
34_2_2_3,val,58
34_2_2_4,val,48
34_2_2_5,val,53
34_2_2_6,val,45
34_2_2_7,val,48
34_2_2_8,val,65
34_2_2_9,val,58
34_2_2_10,val,32
34_2_3_1,val,36
34_2_3_2,val,55
34_2_3_3,val,48
34_2_4_2,val,53
34_2_4_3,val,75
34_2_4_4,val,66
34_2_4_5,val,45
34_2_4_6,val,60
34_2_4_7,val,61
34_2_4_8,val,42
34_2_4_9,val,23
34_2_5_2,val,53
34_2_5_3,val,46
34_2_5_4,val,38
34_2_5_5,val,51
34_2_5_6,val,72
34_2_5_7,val,66
34_2_5_8,val,53
34_2_5_9,val,61
34_2_5_10,val,79
34_2_5_11,val,68
34_2_5_12,val,53
34_2_5_13,val,51
34_2_5_14,val,45
34_2_5_15,val,40
34_2_6_1,val,48
34_2_6_2,val,59
34_2_6_3,val,47
34_2_6_4,val,58
34_2_6_5,val,69
34_2_6_6,val,47
34_2_6_7,val,46
34_2_6_8,val,62
34_2_6_9,val,69
34_2_6_10,val,82
34_2_6_11,val,65
34_2_6_12,val,51
34_2_6_13,val,42
34_2_7_2,val,54
34_2_7_3,val,53
34_2_7_4,val,51
34_2_7_5,val,62
34_2_7_6,val,68
34_2_7_7,val,68
34_2_7_8,val,61
34_2_7_9,val,81
34_2_7_10,val,86
34_2_7_11,val,65
34_2_7_12,val,38
34_2_8_2,val,70
34_2_8_3,val,70
34_2_8_4,val,69
34_2_8_5,val,62
34_2_8_6,val,59
34_2_8_7,val,68
34_2_8_8,val,46
34_2_9_2,val,72
34_2_9_3,val,66
34_2_9_4,val,57
34_2_9_5,val,66
34_2_9_6,val,65
34_2_9_7,val,76
34_2_9_8,val,56
34_2_10_1,val,43
34_2_10_2,val,58
34_2_10_3,val,56
34_2_10_4,val,54
34_2_10_5,val,60
34_2_10_6,val,77
34_2_10_7,val,68
34_2_10_8,val,57
34_2_10_9,val,64
34_2_10_10,val,60
34_2_10_11,val,60
34_2_10_12,val,60
34_2_10_13,val,45
34_2_11_2,val,69
34_2_11_3,val,51
34_2_11_4,val,63
34_2_11_5,val,45
34_2_12_1,val,45
34_2_12_2,val,53
34_2_12_3,val,75
34_2_12_4,val,67
34_2_12_5,val,51
34_2_12_6,val,65
34_2_12_7,val,71
34_2_12_8,val,58
34_2_12_9,val,50
34_2_12_10,val,71
34_2_12_11,val,75
34_2_12_12,val,54
34_2_12_13,val,28
34_2_13_2,val,60
34_2_13_3,val,50
34_2_13_4,val,57
34_2_13_5,val,69
34_2_13_6,val,66
34_2_13_7,val,57
34_2_13_8,val,33
34_2_14_2,val,69
34_2_14_3,val,78
34_2_14_4,val,67
34_2_14_5,val,57
34_2_14_6,val,44
34_2_15_2,val,63
34_2_15_3,val,45
34_2_15_4,val,60
34_2_15_5,val,77
34_2_15_6,val,65
34_2_15_7,val,48
34_2_15_8,val,67
34_2_15_9,val,66
34_2_15_10,val,69
34_2_15_11,val,69
34_2_15_12,val,69
34_2_15_13,val,64
34_2_15_14,val,58
34_2_15_15,val,42
34_2_16_1,val,45
34_2_16_2,val,56
34_2_16_3,val,60
34_2_16_4,val,43
34_2_17_2,val,57
34_2_17_3,val,72
34_2_17_4,val,79
34_2_17_5,val,81
34_2_17_6,val,62
34_2_17_7,val,51
34_2_17_8,val,72
34_2_17_9,val,62
34_2_17_10,val,49
34_2_17_11,val,64
34_2_17_12,val,67
34_2_17_13,val,38
34_2_18_1,val,48
34_2_18_2,val,60
34_2_18_3,val,50
34_2_18_4,val,47
34_2_18_5,val,56
34_2_18_6,val,65
34_2_18_7,val,47
34_2_19_1,val,38
34_2_19_2,val,47
34_2_19_3,val,57
34_2_19_4,val,77
34_2_19_5,val,60
34_2_20_1,val,45
34_2_20_2,val,53
34_2_20_3,val,68
34_2_20_4,val,58
34_2_20_5,val,47
34_2_20_6,val,47
34_2_20_7,val,47
34_2_20_8,val,41
34_2_22_2,val,45
34_2_22_3,val,40
34_2_22_4,val,42
34_2_22_5,val,59
34_2_22_6,val,63
34_2_22_7,val,44
34_2_23_2,val,69
34_2_23_3,val,78
34_2_23_4,val,57
34_2_24_1,val,41
34_2_24_2,val,48
34_2_24_3,val,43
34_2_24_4,val,35
34_2_24_5,val,38
34_2_24_6,val,49
34_2_24_7,val,60
34_2_24_8,val,42
34_2_25_2,val,62
34_2_25_3,val,80
34_2_25_4,val,87
34_2_25_5,val,61
34_2_25_6,val,49
34_2_25_7,val,39
34_2_26_2,val,70
34_2_26_3,val,61
34_2_26_4,val,68
34_2_26_5,val,60
34_2_26_6,val,58
34_2_26_7,val,75
34_2_26_8,val,69
34_2_26_9,val,42
34_2_27_1,val,46
34_2_27_2,val,56
34_2_27_3,val,40
34_2_28_2,val,68
34_2_28_3,val,53
34_2_28_4,val,48
34_2_28_5,val,39
34_2_28_6,val,39
34_2_28_7,val,36
34_2_28_8,val,39
34_2_28_9,val,42
34_2_28_10,val,34
34_2_29_2,val,71
34_2_29_3,val,65
34_2_29_4,val,51
34_2_29_5,val,63
34_2_29_6,val,75
34_2_29_7,val,84
34_2_29_8,val,75
34_2_29_9,val,43
34_2_29_10,val,39
34_2_29_11,val,39
34_2_29_12,val,47
34_2_29_13,val,69
34_2_29_14,val,71
34_2_29_15,val,69
34_2_29_16,val,83
34_2_29_17,val,90
34_2_29_18,val,86
34_2_29_19,val,66
34_2_29_20,val,60
34_2_29_21,val,69
34_2_29_22,val,42
37_1_1_1,val,44
37_1_1_2,val,48
37_1_1_3,val,61
37_1_1_4,val,63
37_1_1_5,val,56
37_1_1_6,val,73
37_1_1_7,val,61
37_1_1_8,val,30
37_1_2_1,val,57
37_1_2_2,val,64
37_1_2_3,val,65
37_1_2_4,val,71
37_1_2_5,val,72
37_1_2_6,val,71
37_1_2_7,val,66
37_1_2_8,val,53
37_1_2_9,val,48
37_1_2_10,val,65
37_1_2_11,val,45
37_1_3_2,val,38
37_1_3_3,val,57
37_1_3_4,val,48
37_1_3_5,val,38
37_1_3_6,val,48
37_1_3_7,val,56
37_1_3_8,val,79
37_1_3_9,val,65
37_1_3_10,val,42
37_1_3_11,val,38
37_1_3_12,val,57
37_1_3_13,val,55
37_1_5_1,val,41
37_1_5_2,val,47
37_1_5_3,val,56
37_1_5_4,val,51
37_1_5_5,val,45
37_1_5_6,val,54
37_1_5_7,val,44
37_1_5_8,val,42
37_1_5_9,val,57
37_1_5_10,val,63
37_1_5_11,val,74
37_1_5_12,val,60
37_1_5_13,val,47
37_1_5_14,val,61
37_1_5_15,val,51
37_1_5_16,val,41
37_1_5_17,val,63
37_1_5_18,val,75
37_1_5_19,val,56
37_1_5_20,val,45
37_1_5_21,val,56
37_1_5_22,val,57
37_1_5_23,val,58
37_1_5_24,val,72
37_1_5_25,val,62
37_1_5_26,val,53
37_1_5_27,val,63
37_1_5_28,val,64
37_1_5_29,val,72
37_1_5_30,val,71
37_1_5_31,val,63
37_1_5_32,val,71
37_1_5_33,val,75
37_1_5_34,val,56
37_1_5_35,val,50
37_1_5_36,val,56
37_1_5_37,val,61
37_1_5_38,val,57
37_1_5_39,val,48
37_1_5_40,val,56
37_1_5_41,val,75
37_1_5_42,val,95
37_1_5_43,val,66
37_1_5_44,val,42
37_1_5_45,val,60
37_1_5_46,val,59
37_1_5_47,val,33
37_1_6_2,val,71
37_1_6_3,val,78
37_1_6_4,val,56
37_1_6_5,val,46
37_1_6_6,val,60
37_1_6_7,val,60
37_1_6_8,val,72
37_1_6_9,val,71
37_1_6_10,val,73
37_1_6_11,val,77
37_1_6_12,val,63
37_1_6_13,val,60
37_1_6_14,val,78
37_1_6_15,val,64
37_1_6_16,val,45
37_1_6_17,val,45
37_1_6_18,val,42
37_1_6_19,val,42
37_1_6_20,val,51
37_1_6_21,val,80
37_1_6_22,val,95
37_1_6_23,val,72
37_1_6_24,val,35
37_1_7_1,val,53
37_1_7_2,val,55
37_1_7_3,val,50
37_1_7_4,val,64
37_1_7_5,val,45
37_1_8_1,val,45
37_1_8_2,val,54
37_1_8_3,val,63
37_1_8_4,val,63
37_1_8_5,val,54
37_1_8_6,val,60
37_1_8_7,val,79
37_1_8_8,val,65
37_1_8_9,val,46
37_1_8_10,val,46
37_1_8_11,val,45
37_1_8_12,val,54
37_1_8_13,val,65
37_1_8_14,val,54
37_1_8_15,val,47
37_1_8_16,val,47
37_1_8_17,val,37
37_1_8_18,val,35
37_1_8_19,val,33
37_1_8_20,val,33
37_1_8_21,val,48
37_1_8_22,val,82
37_1_8_23,val,66
37_1_8_24,val,45
37_1_8_25,val,38
37_1_9_2,val,63
37_1_9_3,val,56
37_1_9_4,val,48
37_1_9_5,val,46
37_1_9_6,val,44
37_1_9_7,val,62
37_1_9_8,val,58
37_1_10_2,val,72
37_1_10_3,val,54
37_1_10_4,val,65
37_1_10_5,val,56
37_1_10_6,val,60
37_1_10_7,val,82
37_1_10_8,val,67
37_1_10_9,val,54
37_1_10_10,val,63
37_1_10_11,val,75
37_1_10_12,val,57
37_1_11_4,val,73
37_1_11_5,val,55
37_1_11_6,val,70
37_1_11_7,val,68
37_1_11_8,val,60
37_1_11_9,val,66
37_1_11_10,val,69
37_1_11_11,val,72
37_1_11_12,val,56
37_1_11_13,val,46
37_1_11_14,val,50
37_1_11_15,val,59
37_1_11_16,val,66
37_1_11_17,val,61
37_1_11_18,val,43
37_1_12_2,val,61
37_1_12_3,val,78
37_1_12_4,val,68
37_1_12_5,val,52
37_1_12_6,val,43
37_1_13_1,val,48
37_1_13_2,val,59
37_1_13_3,val,66
37_1_13_4,val,64
37_1_13_5,val,59
37_1_13_6,val,60
37_1_13_7,val,78
37_1_13_8,val,68
37_1_13_9,val,51
37_1_13_10,val,60
37_1_13_11,val,68
37_1_13_12,val,69
37_1_13_13,val,71
37_1_13_14,val,51
37_1_14_3,val,60
37_1_15_2,val,75
37_1_15_3,val,65
37_1_15_4,val,65
37_1_15_5,val,58
37_1_15_6,val,75
37_1_15_7,val,59
37_1_15_8,val,51
37_1_15_9,val,78
37_1_15_10,val,51
37_1_16_1,val,43
37_1_16_2,val,60
37_1_16_3,val,53
37_1_16_4,val,48
37_1_16_5,val,59
37_1_16_6,val,55
37_1_16_7,val,39
37_1_17_1,val,45
37_1_17_2,val,53
37_1_17_3,val,64
37_1_17_4,val,54
37_1_17_5,val,52
37_1_17_6,val,63
37_1_17_7,val,58
37_1_17_8,val,54
37_1_17_9,val,62
37_1_17_10,val,60
37_1_17_11,val,52
37_1_17_12,val,56
37_1_17_13,val,71
37_1_17_14,val,75
37_1_17_15,val,73
37_1_17_16,val,60
37_1_17_17,val,48
37_1_17_18,val,42
37_1_18_1,val,50
37_1_18_2,val,63
37_1_18_3,val,71
37_1_18_4,val,80
37_1_18_5,val,57
37_1_18_6,val,48
37_1_18_7,val,61
37_1_18_8,val,54
37_1_18_9,val,75
37_1_18_10,val,77
37_1_18_11,val,68
37_1_18_12,val,68
37_1_18_13,val,61
37_1_18_14,val,73
37_1_18_15,val,62
37_1_18_16,val,45
37_1_18_17,val,60
37_1_18_18,val,71
37_1_18_19,val,66
37_1_18_20,val,61
37_1_18_21,val,40
37_1_19_1,val,42
37_1_19_2,val,58
37_1_19_3,val,45
37_1_20_1,val,41
37_1_20_2,val,54
37_1_20_3,val,50
37_1_20_4,val,45
37_1_20_5,val,56
37_1_20_6,val,60
37_1_20_7,val,60
37_1_20_8,val,64
37_1_20_9,val,54
37_1_20_10,val,41
37_1_20_11,val,50
37_1_20_12,val,61
37_1_20_13,val,65
37_1_20_14,val,62
37_1_20_15,val,78
37_1_20_16,val,68
37_1_20_17,val,49
37_1_20_18,val,67
37_1_20_19,val,75
37_1_20_20,val,47
37_1_21_1,val,45
37_1_21_2,val,55
37_1_21_3,val,67
37_1_21_4,val,57
37_1_21_5,val,49
37_1_21_6,val,45
37_1_21_7,val,53
37_1_21_8,val,54
37_1_21_9,val,45
37_1_21_10,val,62
37_1_21_11,val,64
37_1_21_12,val,66
37_1_21_13,val,51
37_1_21_14,val,39
37_1_21_15,val,54
37_1_21_16,val,53
37_1_21_17,val,51
37_1_21_18,val,57
37_1_21_19,val,65
37_1_21_20,val,57
37_1_21_21,val,53
37_1_21_22,val,67
37_1_21_23,val,65
37_1_21_24,val,60
37_1_21_25,val,71
37_1_21_26,val,83
37_1_21_27,val,93
37_1_21_28,val,76
37_1_21_29,val,62
37_1_21_30,val,72
37_1_21_31,val,75
37_1_21_32,val,47
37_1_22_3,val,72
37_1_22_4,val,56
37_1_22_5,val,54
37_1_22_6,val,46
37_1_22_7,val,64
37_1_22_8,val,69
37_1_22_9,val,63
37_1_22_10,val,72
37_1_22_11,val,87
37_1_22_12,val,90
37_1_22_13,val,71
37_1_22_14,val,75
37_1_22_15,val,73
37_1_22_16,val,60
37_1_22_17,val,81
37_1_22_18,val,73
37_1_22_19,val,58
37_1_22_20,val,65
37_1_22_21,val,48
37_1_22_22,val,47
37_1_22_23,val,66
37_1_22_24,val,72
37_1_22_25,val,85
37_1_22_26,val,60
37_1_23_2,val,60
37_1_24_2,val,45
37_1_24_3,val,60
37_1_24_4,val,60
37_1_24_5,val,44
37_1_25_2,val,68
37_1_25_3,val,75
37_1_25_4,val,73
37_1_25_5,val,59
37_1_25_6,val,59
37_1_25_7,val,38
37_1_26_2,val,51
37_1_26_3,val,56
37_1_26_4,val,67
37_1_26_5,val,54
37_1_26_6,val,50
37_1_26_7,val,57
37_1_26_8,val,53
37_1_26_9,val,58
37_1_26_10,val,68
37_1_26_11,val,63
37_1_26_12,val,59
37_1_26_13,val,81
37_1_26_14,val,78
37_1_26_15,val,59
37_1_26_16,val,54
37_1_26_17,val,70
37_1_26_18,val,71
37_1_26_19,val,61
37_1_26_20,val,80
37_1_26_21,val,58
37_1_27_2,val,23
37_1_27_3,val,42
37_1_27_4,val,53
37_1_27_5,val,53
37_1_27_6,val,57
37_1_27_7,val,66
37_1_27_8,val,52
37_1_27_9,val,28
37_1_28_2,val,45
37_1_28_3,val,41
37_1_29_1,val,43
37_1_29_2,val,36
37_1_30_1,val,45
37_1_30_2,val,58
37_1_30_3,val,76
37_1_30_4,val,63
37_1_30_5,val,56
37_1_30_6,val,74
37_1_30_7,val,48
37_1_31_1,val,43
37_1_31_2,val,53
37_1_31_3,val,72
37_1_31_4,val,78
37_1_31_5,val,56
37_1_31_6,val,54
37_1_31_7,val,67
37_1_31_8,val,76
37_1_31_9,val,85
37_1_31_10,val,56
37_1_31_11,val,26
37_1_32_1,val,45
37_1_32_2,val,53
37_1_32_3,val,61
37_1_32_4,val,67
37_1_32_5,val,80
37_1_32_6,val,73
37_1_32_7,val,59
37_1_32_8,val,75
37_1_32_9,val,88
37_1_32_10,val,77
37_1_32_11,val,40
37_2_1_1,val,42
37_2_1_2,val,57
37_2_1_3,val,48
37_2_1_4,val,45
37_2_1_5,val,63
37_2_1_6,val,72
37_2_1_7,val,59
37_2_1_8,val,45
37_2_1_9,val,62
37_2_1_10,val,84
37_2_1_11,val,65
37_2_1_12,val,28
37_2_2_1,val,42
37_2_2_2,val,54
37_2_2_3,val,69
37_2_2_4,val,83
37_2_2_5,val,66
37_2_2_6,val,53
37_2_2_7,val,56
37_2_2_8,val,62
37_2_2_9,val,62
37_2_2_10,val,61
37_2_2_11,val,49
37_2_2_12,val,45
37_2_2_13,val,60
37_2_2_14,val,45
37_2_2_15,val,48
37_2_2_16,val,81
37_2_2_17,val,62
37_2_2_18,val,39
37_2_2_19,val,62
37_2_2_20,val,64
37_2_2_21,val,60
37_2_2_22,val,63
37_2_2_23,val,80
37_2_2_24,val,72
37_2_2_25,val,56
37_2_2_26,val,62
37_2_2_27,val,75
37_2_2_28,val,62
37_2_2_29,val,57
37_2_2_30,val,84
37_2_2_31,val,69
37_2_2_32,val,36
37_2_3_3,val,63
37_2_3_4,val,34
37_2_3_5,val,64
37_2_3_6,val,65
37_2_3_7,val,48
37_2_3_8,val,63
37_2_3_9,val,78
37_2_3_10,val,66
37_2_3_11,val,51
37_2_3_12,val,79
37_2_3_13,val,60
37_2_4_1,val,44
37_2_4_2,val,41
37_2_4_3,val,38
37_2_4_4,val,42
37_2_4_5,val,49
37_2_4_6,val,39
37_2_5_1,val,46
37_2_5_2,val,68
37_2_5_3,val,66
37_2_5_4,val,59
37_2_5_5,val,77
37_2_5_6,val,60
37_2_5_7,val,52
37_2_5_8,val,66
37_2_5_9,val,53
37_2_5_10,val,51
37_2_5_11,val,57
37_2_5_12,val,76
37_2_5_13,val,75
37_2_5_14,val,63
37_2_5_15,val,81
37_2_5_16,val,84
37_2_5_17,val,87
37_2_5_18,val,72
37_2_5_19,val,57
37_2_5_20,val,81
37_2_5_21,val,63
37_2_5_22,val,48
37_2_5_23,val,66
37_2_5_24,val,82
37_2_5_25,val,79
37_2_5_26,val,78
37_2_5_27,val,75
37_2_5_28,val,72
37_2_5_29,val,75
37_2_5_30,val,64
37_2_5_31,val,78
37_2_5_32,val,89
37_2_5_33,val,81
37_2_5_34,val,59
37_2_5_35,val,54
37_2_5_36,val,79
37_2_5_37,val,60
37_2_5_38,val,26
37_2_6_1,val,41
37_2_6_2,val,53
37_2_6_3,val,64
37_2_6_4,val,64
37_2_6_5,val,62
37_2_6_6,val,45
37_2_7_1,val,47
37_2_7_2,val,60
37_2_7_3,val,72
37_2_7_4,val,56
37_2_7_5,val,52
37_2_7_6,val,66
37_2_7_7,val,44
37_2_7_8,val,41
37_2_7_9,val,57
37_2_7_10,val,48
37_2_7_11,val,45
37_2_7_12,val,48
37_2_7_13,val,57
37_2_7_14,val,63
37_2_7_15,val,60
37_2_7_16,val,82
37_2_7_17,val,66
37_2_7_18,val,42
37_2_7_19,val,38
37_2_7_20,val,25
37_2_8_3,val,57
37_2_8_4,val,39
37_2_8_5,val,32
37_2_8_6,val,33
37_2_8_7,val,38
37_2_8_8,val,36
37_2_8_9,val,57
37_2_8_10,val,60
37_2_8_11,val,45
37_2_8_12,val,36
37_2_9_2,val,65
37_2_9_3,val,78
37_2_9_4,val,71
37_2_9_5,val,53
37_2_9_6,val,60
37_2_9_7,val,43
37_2_10_1,val,40
37_2_10_2,val,65
37_2_10_3,val,60
37_2_10_4,val,47
37_2_10_5,val,59
37_2_10_6,val,63
37_2_10_7,val,46
37_2_11_1,val,41
37_2_11_2,val,55
37_2_11_3,val,77
37_2_11_4,val,72
37_2_11_5,val,38
37_2_12_3,val,77
37_2_12_4,val,64
37_2_12_5,val,64
37_2_12_6,val,61
37_2_12_7,val,53
37_2_12_8,val,61
37_2_12_9,val,65
37_2_12_10,val,78
37_2_12_11,val,80
37_2_12_12,val,66
37_2_12_13,val,45
37_2_13_1,val,47
37_2_13_2,val,60
37_2_13_3,val,57
37_2_13_4,val,57
37_2_13_5,val,78
37_2_13_6,val,65
37_2_13_7,val,45
37_2_13_8,val,47
37_2_13_9,val,45
37_2_13_10,val,56
37_2_13_11,val,41
37_2_14_1,val,41
37_2_14_2,val,35
37_2_14_3,val,24
37_2_15_1,val,44
37_2_15_2,val,42
37_2_15_3,val,32
37_2_15_4,val,33
37_2_15_5,val,42
37_2_15_6,val,40
37_2_15_7,val,42
37_2_15_8,val,74
37_2_15_9,val,60
37_2_15_10,val,42
37_2_15_11,val,55
37_2_15_12,val,67
37_2_15_13,val,57
37_2_15_14,val,48
37_2_15_15,val,67
37_2_15_16,val,69
37_2_15_17,val,44
37_2_16_2,val,47
37_2_16_3,val,56
37_2_16_4,val,45
37_2_17_2,val,38
37_2_17_3,val,42
37_2_17_4,val,59
37_2_17_5,val,59
37_2_17_6,val,43
37_2_17_7,val,42
37_2_17_8,val,54
37_2_17_9,val,54
37_2_17_10,val,61
37_2_17_11,val,77
37_2_17_12,val,90
37_2_17_13,val,79
37_2_17_14,val,70
37_2_17_15,val,86
37_2_17_16,val,69
37_2_17_17,val,52
37_2_17_18,val,45
37_2_17_19,val,50
37_2_17_20,val,73
37_2_17_21,val,60
37_2_17_22,val,32
37_2_18_1,val,42
37_2_18_2,val,47
37_2_18_3,val,42
37_2_18_4,val,52
37_2_18_5,val,66
37_2_18_6,val,66
37_2_18_7,val,71
37_2_18_8,val,54
37_2_18_9,val,29
37_2_19_1,val,47
37_2_19_2,val,56
37_2_19_3,val,55
37_2_19_4,val,73
37_2_19_5,val,57
37_2_20_1,val,42
37_2_20_2,val,56
37_2_20_3,val,77
37_2_20_4,val,64
37_2_20_5,val,49
37_2_20_6,val,57
37_2_20_7,val,54
37_2_20_8,val,63
37_2_20_9,val,57
37_2_20_10,val,47
37_2_20_11,val,57
37_2_20_12,val,80
37_2_20_13,val,66
37_2_20_14,val,48
37_2_20_15,val,45
37_2_20_16,val,53
37_2_20_17,val,49
37_2_21_3,val,72
37_2_21_4,val,51
37_2_21_5,val,44
37_2_21_6,val,45
37_2_21_7,val,57
37_2_21_8,val,62
37_2_21_9,val,50
37_2_21_10,val,46
37_2_21_11,val,60
37_2_21_12,val,71
37_2_21_13,val,77
37_2_21_14,val,58
37_2_21_15,val,55
37_2_21_16,val,83
37_2_21_17,val,77
37_2_21_18,val,72
37_2_21_19,val,53
37_2_22_1,val,36
37_2_22_2,val,33
37_2_22_3,val,26
37_2_23_1,val,42
37_2_23_2,val,62
37_2_23_3,val,51
37_2_23_4,val,42
37_2_23_5,val,66
37_2_23_6,val,66
37_2_23_7,val,63
37_2_23_8,val,61
37_2_23_9,val,39
37_2_24_1,val,45
37_2_24_2,val,75
37_2_24_3,val,91
37_2_24_4,val,54
37_2_25_2,val,35
37_2_26_1,val,42
37_2_26_2,val,66
37_2_26_3,val,57
37_2_26_4,val,46
37_2_26_5,val,72
37_2_26_6,val,53
37_2_27_1,val,35
37_2_27_2,val,48
37_2_27_3,val,80
37_2_27_4,val,78
37_2_27_5,val,63
37_2_27_6,val,67
37_2_27_7,val,75
37_2_27_8,val,53
37_2_28_2,val,44
37_2_28_3,val,56
37_2_28_4,val,51
37_2_28_5,val,61
37_2_28_6,val,64
37_2_28_7,val,45
15_1_1_1,test,38
15_1_1_2,test,47
15_1_1_3,test,48
15_1_1_4,test,37
15_1_1_5,test,40
15_1_1_6,test,51
15_1_1_7,test,53
15_1_1_8,test,50
15_1_1_9,test,46
15_1_1_10,test,50
15_1_1_11,test,34
15_1_2_1,test,34
15_1_2_2,test,38
15_1_2_3,test,40
15_1_2_4,test,53
15_1_2_5,test,55
15_1_2_6,test,51
15_1_2_7,test,65
15_1_2_8,test,52
15_1_2_9,test,39
15_1_2_10,test,50
15_1_2_11,test,37
15_1_2_12,test,37
15_1_2_13,test,50
15_1_2_14,test,35
15_1_3_1,test,34
15_1_3_2,test,43
15_1_3_3,test,60
15_1_3_4,test,53
15_1_3_5,test,31
15_1_3_6,test,22
15_1_4_1,test,32
15_1_4_2,test,26
15_1_6_1,test,33
15_1_6_2,test,27
15_1_7_1,test,35
15_1_7_2,test,43
15_1_7_3,test,55
