clip_stem,vid,match,set_id,rally,ball_round,raw_type_en,player_side,split_bst_baseline,split_v2,aroundhead,backhand
33_2_13_4,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,13,4,return_net,Bottom,train,val,0.0,0.0
33_2_13_5,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,13,5,net_shot,Top,train,val,0.0,1.0
33_2_13_6,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,13,6,lob,Bottom,train,val,0.0,0.0
33_2_13_7,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,13,7,wrist_smash,Top,train,val,0.0,0.0
33_2_13_8,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,13,8,defensive_return_drive,Bottom,train,val,0.0,1.0
33_2_13_9,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,13,9,lob,Top,train,val,0.0,0.0
33_2_14_1,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,14,1,unknown,Bottom,train,,,
33_2_14_2,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,14,2,push,Top,train,val,0.0,1.0
33_2_14_3,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,14,3,return_net,Bottom,train,val,0.0,0.0
33_2_14_4,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,14,4,net_shot,Top,train,val,0.0,0.0
33_2_14_5,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,14,5,lob,Bottom,train,val,0.0,0.0
33_2_14_6,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,14,6,wrist_smash,Top,train,val,0.0,0.0
33_2_14_7,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,14,7,return_net,Bottom,train,val,0.0,0.0
33_2_14_8,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,14,8,lob,Top,train,val,0.0,1.0
33_2_15_1,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,15,1,unknown,Bottom,train,,,
33_2_15_2,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,15,2,lob,Top,train,val,0.0,1.0
33_2_15_3,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,15,3,clear,Bottom,train,val,0.0,1.0
33_2_15_4,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,15,4,wrist_smash,Top,train,val,1.0,0.0
33_2_15_5,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,15,5,return_net,Bottom,train,val,0.0,0.0
33_2_15_6,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,15,6,net_shot,Top,train,val,0.0,1.0
33_2_15_7,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,15,7,lob,Bottom,train,val,0.0,0.0
33_2_15_8,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,15,8,wrist_smash,Top,train,val,0.0,0.0
33_2_15_9,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,15,9,return_net,Bottom,train,val,0.0,1.0
33_2_15_10,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,15,10,cross_court_net_shot,Top,train,val,0.0,0.0
33_2_15_11,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,15,11,lob,Bottom,train,val,0.0,0.0
33_2_15_12,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,15,12,drop,Top,train,val,1.0,0.0
33_2_16_1,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,16,1,short_service,Bottom,train,val,0.0,1.0
33_2_16_2,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,16,2,net_shot,Top,train,val,0.0,0.0
33_2_16_3,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,16,3,lob,Bottom,train,val,0.0,0.0
33_2_16_4,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,16,4,drop,Top,train,val,0.0,0.0
33_2_16_5,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,16,5,net_shot,Bottom,train,val,0.0,0.0
33_2_16_6,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,16,6,net_shot,Top,train,val,0.0,1.0
33_2_16_7,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,16,7,lob,Bottom,train,val,0.0,0.0
33_2_16_8,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,16,8,drop,Top,train,val,1.0,0.0
33_2_16_9,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,16,9,cross_court_net_shot,Bottom,train,val,0.0,0.0
33_2_16_10,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,16,10,cross_court_net_shot,Top,train,val,0.0,0.0
33_2_16_11,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,16,11,lob,Bottom,train,val,0.0,0.0
33_2_16_12,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,16,12,wrist_smash,Top,train,val,1.0,0.0
33_2_16_13,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,16,13,return_net,Bottom,train,val,0.0,0.0
33_2_16_14,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,16,14,cross_court_net_shot,Top,train,val,0.0,1.0
33_2_16_15,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,16,15,lob,Bottom,train,val,0.0,1.0
33_2_16_16,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,16,16,smash,Top,train,val,0.0,0.0
33_2_16_17,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,16,17,return_net,Bottom,train,val,0.0,1.0
33_2_16_18,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,16,18,rush,Top,train,val,0.0,0.0
33_2_17_1,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,17,1,short_service,Top,train,val,0.0,1.0
33_2_17_2,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,17,2,lob,Bottom,train,val,0.0,1.0
33_2_17_3,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,17,3,wrist_smash,Top,train,val,0.0,0.0
33_2_17_4,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,17,4,return_net,Bottom,train,val,0.0,1.0
33_2_17_5,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,17,5,net_shot,Top,train,val,0.0,0.0
33_2_17_6,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,17,6,lob,Bottom,train,val,0.0,1.0
33_2_17_7,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,17,7,smash,Top,train,val,0.0,0.0
33_2_18_1,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,18,1,short_service,Bottom,train,val,0.0,1.0
33_2_18_2,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,18,2,net_shot,Top,train,val,0.0,0.0
33_2_18_3,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,18,3,lob,Bottom,train,val,0.0,0.0
33_2_18_4,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,18,4,wrist_smash,Top,train,val,1.0,0.0
33_2_19_1,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,19,1,unknown,Top,train,,,
33_2_19_2,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,19,2,net_shot,Bottom,train,val,0.0,0.0
33_2_19_3,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,19,3,cross_court_net_shot,Top,train,val,0.0,0.0
33_2_19_4,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,19,4,net_shot,Bottom,train,val,0.0,0.0
33_2_19_5,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,19,5,lob,Top,train,val,0.0,1.0
33_2_19_6,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,19,6,wrist_smash,Bottom,train,val,1.0,0.0
33_2_19_7,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,19,7,return_net,Top,train,val,0.0,0.0
33_2_19_8,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,19,8,net_shot,Bottom,train,val,0.0,0.0
33_2_19_9,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,19,9,net_shot,Top,train,val,0.0,1.0
33_2_19_10,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,19,10,cross_court_net_shot,Bottom,train,val,0.0,0.0
33_2_19_11,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,19,11,lob,Top,train,val,0.0,0.0
33_2_19_12,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,19,12,clear,Bottom,train,val,0.0,1.0
33_2_19_13,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,19,13,clear,Top,train,val,1.0,0.0
33_2_19_14,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,19,14,smash,Bottom,train,val,0.0,0.0
33_2_19_15,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,19,15,return_net,Top,train,val,0.0,0.0
33_2_19_16,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,19,16,lob,Bottom,train,val,0.0,1.0
33_2_19_17,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,19,17,wrist_smash,Top,train,val,1.0,0.0
33_2_19_18,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,19,18,cross_court_net_shot,Bottom,train,val,0.0,0.0
33_2_19_19,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,19,19,net_shot,Top,train,val,0.0,0.0
33_2_19_20,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,19,20,lob,Bottom,train,val,0.0,1.0
33_2_19_21,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,19,21,wrist_smash,Top,train,val,1.0,0.0
33_2_19_22,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,19,22,return_net,Bottom,train,val,0.0,1.0
33_2_19_23,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,19,23,lob,Top,train,val,0.0,0.0
33_2_19_24,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,19,24,wrist_smash,Bottom,train,val,1.0,0.0
33_2_19_25,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,19,25,cross_court_net_shot,Top,train,val,0.0,0.0
33_2_19_26,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,19,26,push,Bottom,train,val,0.0,0.0
33_2_19_27,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,19,27,wrist_smash,Top,train,val,0.0,0.0
33_2_20_1,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,20,1,short_service,Bottom,train,val,0.0,1.0
33_2_20_2,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,20,2,net_shot,Top,train,val,0.0,1.0
33_2_21_1,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,21,1,unknown,Bottom,train,,,
33_2_21_2,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,21,2,net_shot,Top,train,val,0.0,0.0
33_2_21_3,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,21,3,lob,Bottom,train,val,0.0,0.0
33_2_21_4,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,21,4,wrist_smash,Top,train,val,0.0,0.0
33_2_22_1,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,22,1,unknown,Top,train,,,
33_2_22_2,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,22,2,net_shot,Bottom,train,val,0.0,0.0
33_2_22_3,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,22,3,lob,Top,train,val,0.0,0.0
33_2_22_4,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,22,4,wrist_smash,Bottom,train,val,0.0,0.0
33_2_22_5,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,22,5,return_net,Top,train,val,0.0,1.0
33_2_22_6,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,22,6,net_shot,Bottom,train,val,0.0,1.0
33_2_22_7,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,22,7,cross_court_net_shot,Top,train,val,0.0,1.0
33_2_22_8,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,22,8,lob,Bottom,train,val,0.0,1.0
33_2_22_9,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,22,9,passive_drop,Top,train,val,0.0,1.0
33_2_22_10,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,22,10,net_shot,Bottom,train,val,0.0,1.0
33_2_22_11,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,22,11,cross_court_net_shot,Top,train,val,0.0,1.0
33_2_22_12,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,22,12,net_shot,Bottom,train,val,0.0,1.0
33_2_22_13,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,22,13,lob,Top,train,val,0.0,0.0
33_2_22_14,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,22,14,clear,Bottom,train,val,0.0,1.0
33_2_22_15,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,22,15,wrist_smash,Top,train,val,1.0,0.0
33_2_23_1,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,23,1,unknown,Top,train,,,
33_2_23_2,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,23,2,net_shot,Bottom,train,val,0.0,0.0
33_2_23_3,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,23,3,lob,Top,train,val,0.0,0.0
33_2_23_4,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,23,4,passive_drop,Bottom,train,val,0.0,1.0
33_2_23_5,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,23,5,net_shot,Top,train,val,0.0,0.0
33_2_23_6,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,23,6,lob,Bottom,train,val,0.0,1.0
33_2_23_7,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,23,7,drop,Top,train,val,0.0,1.0
33_2_23_8,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,23,8,net_shot,Bottom,train,val,0.0,0.0
33_2_23_9,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,23,9,net_shot,Top,train,val,0.0,0.0
33_2_23_10,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,23,10,lob,Bottom,train,val,0.0,0.0
33_2_24_1,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,24,1,short_service,Top,train,val,0.0,1.0
33_2_24_2,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,24,2,push,Bottom,train,val,0.0,0.0
33_2_24_3,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,24,3,push,Top,train,val,0.0,0.0
33_2_24_4,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,24,4,push,Bottom,train,val,1.0,0.0
33_2_24_5,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,24,5,return_net,Top,train,val,0.0,1.0
33_2_24_6,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,24,6,net_shot,Bottom,train,val,0.0,1.0
33_2_24_7,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,24,7,cross_court_net_shot,Top,train,val,0.0,1.0
33_2_24_8,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,24,8,net_shot,Bottom,train,val,0.0,1.0
33_2_24_9,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,24,9,net_shot,Top,train,val,0.0,0.0
33_2_24_10,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,24,10,lob,Bottom,train,val,0.0,1.0
33_2_24_11,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,24,11,wrist_smash,Top,train,val,0.0,0.0
33_2_24_12,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,24,12,return_net,Bottom,train,val,0.0,1.0
33_2_24_13,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,24,13,rush,Top,train,val,0.0,0.0
33_2_25_1,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,25,1,unknown,Top,train,,,
33_2_25_2,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,25,2,net_shot,Bottom,train,val,0.0,0.0
33_2_25_3,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,25,3,lob,Top,train,val,0.0,1.0
33_2_25_4,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,25,4,clear,Bottom,train,val,0.0,1.0
33_2_25_5,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,25,5,wrist_smash,Top,train,val,0.0,0.0
33_2_26_1,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,26,1,unknown,Bottom,train,,,
33_2_26_2,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,26,2,net_shot,Top,train,val,0.0,0.0
33_2_26_3,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,26,3,net_shot,Bottom,train,val,0.0,0.0
33_2_26_4,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,26,4,lob,Top,train,val,0.0,1.0
33_2_26_5,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,26,5,smash,Bottom,train,val,1.0,0.0
33_2_26_6,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,26,6,return_net,Top,train,val,0.0,0.0
33_2_27_1,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,27,1,unknown,Bottom,train,,,
33_2_27_2,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,27,2,net_shot,Top,train,val,0.0,0.0
33_2_27_3,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,27,3,net_shot,Bottom,train,val,0.0,1.0
33_2_27_4,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,27,4,net_shot,Top,train,val,0.0,1.0
33_2_27_5,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,27,5,cross_court_net_shot,Bottom,train,val,0.0,0.0
33_2_27_6,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,27,6,net_shot,Top,train,val,0.0,0.0
33_2_27_7,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,27,7,lob,Bottom,train,val,0.0,1.0
33_2_27_8,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,27,8,smash,Top,train,val,0.0,0.0
33_2_27_9,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,27,9,return_net,Bottom,train,val,0.0,1.0
33_2_27_10,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,27,10,net_shot,Top,train,val,0.0,0.0
33_2_27_11,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,27,11,lob,Bottom,train,val,0.0,1.0
33_2_27_12,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,27,12,passive_drop,Top,train,val,0.0,1.0
33_2_27_13,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,27,13,net_shot,Bottom,train,val,0.0,1.0
33_2_27_14,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,27,14,lob,Top,train,val,0.0,0.0
33_2_27_15,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,27,15,wrist_smash,Bottom,train,val,0.0,0.0
33_2_27_16,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,27,16,cross_court_net_shot,Top,train,val,0.0,1.0
33_2_27_17,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,27,17,net_shot,Bottom,train,val,0.0,1.0
33_2_27_18,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,27,18,rush,Top,train,val,0.0,0.0
33_2_28_1,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,28,1,short_service,Top,train,val,0.0,1.0
33_2_28_2,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,28,2,net_shot,Bottom,train,val,0.0,0.0
33_2_29_1,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,29,1,short_service,Bottom,train,val,0.0,1.0
33_2_29_2,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,29,2,push,Top,train,val,0.0,0.0
33_2_29_3,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,29,3,push,Bottom,train,val,1.0,0.0
33_2_29_4,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,29,4,wrist_smash,Top,train,val,0.0,0.0
33_2_29_5,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,29,5,return_net,Bottom,train,val,0.0,1.0
33_2_29_6,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,29,6,cross_court_net_shot,Top,train,val,0.0,0.0
